��ºм�,,,,
[�˻�����],,,,
�ڷᱸ�� : ��,,,,
�ڷ����� : �⺻,,,,
����/���� : ����,,,,
�Ⱓ : 20200302~20230302,,,,

date,point,avg,low,high

"	2020-03-02",108,3.4,0,7.6
"	2020-03-03",108,4.8,0.3,10.5
"	2020-03-04",108,2.2,-1.3,4.6
"	2020-03-05",108,1.4,-2.8,6.3
"	2020-03-06",108,3.7,-2.5,10.1
"	2020-03-07",108,7,1.3,14.2
"	2020-03-08",108,9.3,2.3,16.9
"	2020-03-09",108,11.1,4.8,17.6
"	2020-03-10",108,6.4,3.2,10.8
"	2020-03-11",108,3.8,0,8.3
"	2020-03-12",108,6.8,0.2,13.3
"	2020-03-13",108,4.9,-0.1,8.7
"	2020-03-14",108,3.6,-2.7,8.6
"	2020-03-15",108,4,0.2,8.5
"	2020-03-16",108,3.6,-2.1,9.1
"	2020-03-17",108,6.6,3.1,12.3
"	2020-03-18",108,10,2.7,17
"	2020-03-19",108,9.1,5.8,12.1
"	2020-03-20",108,8.8,3.1,14
"	2020-03-21",108,12.8,7.9,19.5
"	2020-03-22",108,11,6.1,16.5
"	2020-03-23",108,10.6,5.4,17
"	2020-03-24",108,11.4,5.3,17.9
"	2020-03-25",108,12.5,6.1,19.2
"	2020-03-26",108,14.8,8.1,20.6
"	2020-03-27",108,11.9,6.7,15.8
"	2020-03-28",108,7.7,4.5,12.8
"	2020-03-29",108,8.7,1.3,16.1
"	2020-03-30",108,10.2,4.3,16.9
"	2020-03-31",108,11.9,4.7,18.6
"	2020-04-01",108,11.3,6,17.4
"	2020-04-02",108,9.3,3.4,15.5
"	2020-04-03",108,10,5.3,16.3
"	2020-04-04",108,8.9,5,13.3
"	2020-04-05",108,7.2,1.9,13.7
"	2020-04-06",108,9.3,2.9,16.1
"	2020-04-07",108,10.6,6,16.8
"	2020-04-08",108,9.4,5.2,14.2
"	2020-04-09",108,8.9,4.3,14.7
"	2020-04-10",108,10.7,5.8,16.8
"	2020-04-11",108,9.9,6.2,16
"	2020-04-12",108,9.9,4.4,15.6
"	2020-04-13",108,12.4,4.3,20.4
"	2020-04-14",108,13,7.6,19.6
"	2020-04-15",108,13.2,7.2,20.2
"	2020-04-16",108,16,8.9,23.8
"	2020-04-17",108,12.5,10.4,15.4
"	2020-04-18",108,13.5,8.5,19.6
"	2020-04-19",108,12.3,9.5,15.5
"	2020-04-20",108,10,7.6,13.1
"	2020-04-21",108,7.4,4.8,10.4
"	2020-04-22",108,6,4.1,8.3
"	2020-04-23",108,7.9,2.9,12.8
"	2020-04-24",108,9.9,4.1,14.3
"	2020-04-25",108,13.1,9.9,17.1
"	2020-04-26",108,12.3,6.8,19
"	2020-04-27",108,12.9,8.7,18.3
"	2020-04-28",108,13.9,7.8,19.9
"	2020-04-29",108,14.9,9.3,21
"	2020-04-30",108,17.1,9.3,23.4
"	2020-05-01",108,20.2,16.4,26.2
"	2020-05-02",108,20.3,18,23.9
"	2020-05-03",108,21.8,17,27.4
"	2020-05-04",108,20.2,14.8,25.3
"	2020-05-05",108,16,13.1,19.3
"	2020-05-06",108,19.4,11.1,27.6
"	2020-05-07",108,20.7,14.9,26.5
"	2020-05-08",108,19.9,14.3,27.3
"	2020-05-09",108,14.2,12.7,16.8
"	2020-05-10",108,14.4,12.8,16.6
"	2020-05-11",108,16.5,12.4,22
"	2020-05-12",108,14.3,10.5,18.9
"	2020-05-13",108,16.1,10.2,21.8
"	2020-05-14",108,19.3,12.4,25.4
"	2020-05-15",108,16.1,14.1,20.2
"	2020-05-16",108,16.7,15,20.3
"	2020-05-17",108,19.1,14.6,24.9
"	2020-05-18",108,19.1,13.2,26.8
"	2020-05-19",108,13,10.1,17.1
"	2020-05-20",108,14.4,9.2,20.1
"	2020-05-21",108,17.4,10.9,22.9
"	2020-05-22",108,18.5,14.8,22.7
"	2020-05-23",108,20.1,16.6,25
"	2020-05-24",108,17.1,14.3,20.2
"	2020-05-25",108,16.6,13.7,21.3
"	2020-05-26",108,16.2,12.7,22.9
"	2020-05-27",108,17.4,11.8,23.9
"	2020-05-28",108,18.7,14.2,23.4
"	2020-05-29",108,20.7,14.6,27.6
"	2020-05-30",108,22.6,16.5,30
"	2020-05-31",108,21.2,17.6,28
"	2020-06-01",108,19.7,16.6,24.5
"	2020-06-02",108,17.9,14.8,21.8
"	2020-06-03",108,22,17.6,28.4
"	2020-06-04",108,21.9,19.7,26.5
"	2020-06-05",108,23,18.4,28.7
"	2020-06-06",108,24.6,19.2,30.9
"	2020-06-07",108,22.7,19.2,29.2
"	2020-06-08",108,25,19.8,32
"	2020-06-09",108,26.7,20.3,32.8
"	2020-06-10",108,25.8,22.5,32.1
"	2020-06-11",108,26.1,21.7,31.6
"	2020-06-12",108,24.7,21.6,27.6
"	2020-06-13",108,26.9,20.6,33.5
"	2020-06-14",108,24,20.1,28.8
"	2020-06-15",108,23,18.2,28.6
"	2020-06-16",108,24.4,20,30.7
"	2020-06-17",108,24.3,20.2,30.3
"	2020-06-18",108,23.4,20.3,27.3
"	2020-06-19",108,24.7,21.1,30
"	2020-06-20",108,24.9,20.7,29.7
"	2020-06-21",108,26.1,19.5,32.7
"	2020-06-22",108,28.6,21.7,35.4
"	2020-06-23",108,27.3,23.2,31
"	2020-06-24",108,22.3,19.9,26.3
"	2020-06-25",108,21.6,20.1,23.4
"	2020-06-26",108,21.8,19.2,25.7
"	2020-06-27",108,24.1,20.4,29.6
"	2020-06-28",108,25.2,21.5,30.1
"	2020-06-29",108,23.8,20.6,26.5
"	2020-06-30",108,20.1,18.4,23.1
"	2020-07-01",108,21.1,18.1,24.3
"	2020-07-02",108,24.2,20.4,29.8
"	2020-07-03",108,25.5,21.6,30.6
"	2020-07-04",108,24.2,20.4,29.5
"	2020-07-05",108,23.8,19.9,27.6
"	2020-07-06",108,25.6,21.8,30.9
"	2020-07-07",108,24.1,22.1,28.1
"	2020-07-08",108,25.5,21.3,30.4
"	2020-07-09",108,27.5,21.8,32.9
"	2020-07-10",108,24.5,22.7,27.7
"	2020-07-11",108,25.8,22.2,30.2
"	2020-07-12",108,23.5,21.7,26
"	2020-07-13",108,18.7,17.7,21.7
"	2020-07-14",108,20.3,17.2,24.3
"	2020-07-15",108,23.4,18.9,28.7
"	2020-07-16",108,25,20.4,29.7
"	2020-07-17",108,26,21.5,31.6
"	2020-07-18",108,26.1,22.8,31
"	2020-07-19",108,24,20.6,26.6
"	2020-07-20",108,23.8,22.4,26.6
"	2020-07-21",108,25,21.4,30.5
"	2020-07-22",108,23.7,22.6,25.7
"	2020-07-23",108,21.1,18.5,22.6
"	2020-07-24",108,22.5,18.7,26.8
"	2020-07-25",108,24.3,22.3,29
"	2020-07-26",108,25.4,21.6,29.6
"	2020-07-27",108,24.3,22.9,25.5
"	2020-07-28",108,24.4,22.7,26.4
"	2020-07-29",108,23.7,22.6,24.9
"	2020-07-30",108,25.3,23.4,28.4
"	2020-07-31",108,26.2,22.8,29.6
"	2020-08-01",108,25.3,24.3,26.9
"	2020-08-02",108,24.9,23.5,26.4
"	2020-08-03",108,25,23.9,26.3
"	2020-08-04",108,27,25,29.4
"	2020-08-05",108,26.5,25.5,29.1
"	2020-08-06",108,24.1,22.9,26
"	2020-08-07",108,24.3,22.6,26.1
"	2020-08-08",108,24.2,22.7,26.1
"	2020-08-09",108,24.9,23.7,25.8
"	2020-08-10",108,26.5,24.7,29.5
"	2020-08-11",108,24.6,22.4,27.3
"	2020-08-12",108,27.2,23.5,31.3
"	2020-08-13",108,28,26.3,30.3
"	2020-08-14",108,27.1,26.5,28
"	2020-08-15",108,26.1,25,27
"	2020-08-16",108,27.4,25.3,30.8
"	2020-08-17",108,28.2,26.1,32.2
"	2020-08-18",108,27.5,24,31.9
"	2020-08-19",108,27.1,23.6,31.4
"	2020-08-20",108,27.7,25,31.7
"	2020-08-21",108,26.6,25.2,29.2
"	2020-08-22",108,24.3,21.7,27.6
"	2020-08-23",108,25.3,21.5,29.9
"	2020-08-24",108,27.8,23.7,32
"	2020-08-25",108,29.9,26,34.5
"	2020-08-26",108,30.2,27,34.5
"	2020-08-27",108,27.1,25.6,28.6
"	2020-08-28",108,27.3,26,29.7
"	2020-08-29",108,26.8,25.5,29
"	2020-08-30",108,26.8,24.4,30.6
"	2020-08-31",108,26.4,23.8,30
"	2020-09-01",108,26.6,23.8,29.5
"	2020-09-02",108,24.3,22.6,26.4
"	2020-09-03",108,22.7,20,25.6
"	2020-09-04",108,23.3,19.9,27.5
"	2020-09-05",108,23.3,19.2,27.3
"	2020-09-06",108,21.7,19.5,24.4
"	2020-09-07",108,19.2,17.5,20.6
"	2020-09-08",108,23.4,20.6,26.5
"	2020-09-09",108,21.1,19,25.3
"	2020-09-10",108,22.8,18.8,27
"	2020-09-11",108,22.4,19.2,27.1
"	2020-09-12",108,20.2,18.1,23.2
"	2020-09-13",108,21.5,16.7,26.6
"	2020-09-14",108,21.3,17.6,24.9
"	2020-09-15",108,23,18.9,27.7
"	2020-09-16",108,22.5,21.3,24.9
"	2020-09-17",108,21.3,20.1,23.6
"	2020-09-18",108,21.5,18.1,25.8
"	2020-09-19",108,21.2,17.6,26.2
"	2020-09-20",108,19.7,15.6,24.9
"	2020-09-21",108,19.1,13.6,25.3
"	2020-09-22",108,20.2,15.5,25.6
"	2020-09-23",108,19.2,15.2,23.8
"	2020-09-24",108,20.6,16.8,25.4
"	2020-09-25",108,20.1,16.6,25.4
"	2020-09-26",108,19.3,14.8,24.8
"	2020-09-27",108,20.4,14.9,25.8
"	2020-09-28",108,20.7,15.7,26.5
"	2020-09-29",108,19.6,15.3,23.9
"	2020-09-30",108,19.6,16.2,25.7
"	2020-10-01",108,18.8,15.6,23.6
"	2020-10-02",108,19.2,16.3,21.9
"	2020-10-03",108,19.9,18.3,23.2
"	2020-10-04",108,16.6,10.6,21.8
"	2020-10-05",108,13.3,8.5,18.4
"	2020-10-06",108,14.2,9.3,19.7
"	2020-10-07",108,16,9.9,22
"	2020-10-08",108,17.2,12.1,23.1
"	2020-10-09",108,17.2,12.4,23.3
"	2020-10-10",108,16.9,12.3,21.5
"	2020-10-11",108,16.9,12.7,20.8
"	2020-10-12",108,16.2,12.1,21.3
"	2020-10-13",108,13.6,8.6,18.4
"	2020-10-14",108,12.8,8.5,18
"	2020-10-15",108,11.7,6.5,18.5
"	2020-10-16",108,11.8,8.6,15.4
"	2020-10-17",108,13.1,8.7,18.6
"	2020-10-18",108,13.6,7.2,20.2
"	2020-10-19",108,15.1,9.8,21.3
"	2020-10-20",108,15.2,9.9,21.7
"	2020-10-21",108,14.1,11.8,17.3
"	2020-10-22",108,13.5,8.4,18.2
"	2020-10-23",108,8.6,5.4,13.3
"	2020-10-24",108,8.7,3.2,14
"	2020-10-25",108,11.8,5.4,18.2
"	2020-10-26",108,12.9,8,19
"	2020-10-27",108,14,9,19.4
"	2020-10-28",108,13.8,8.6,18.2
"	2020-10-29",108,10.8,5.5,16.1
"	2020-10-30",108,11.9,5.8,19.6
"	2020-10-31",108,13.6,8.5,18.2
"	2020-11-01",108,13.7,11.6,15
"	2020-11-02",108,10.8,7.9,15.6
"	2020-11-03",108,5.1,2.7,8.6
"	2020-11-04",108,4.9,0.2,10.8
"	2020-11-05",108,9.6,3.4,15.9
"	2020-11-06",108,13.5,9.9,17.2
"	2020-11-07",108,14.6,12.2,18.1
"	2020-11-08",108,8.5,3.1,12.4
"	2020-11-09",108,5.5,0.7,8.9
"	2020-11-10",108,7.7,3.5,12.9
"	2020-11-11",108,9.3,3.5,16.5
"	2020-11-12",108,10.4,4.6,17.7
"	2020-11-13",108,12.2,8.5,17.6
"	2020-11-14",108,12.5,6.8,19.3
"	2020-11-15",108,11.1,8.2,14.9
"	2020-11-16",108,12.4,7.5,18.3
"	2020-11-17",108,15.9,11.7,20
"	2020-11-18",108,16.6,14.8,18.7
"	2020-11-19",108,13.6,6.9,19.1
"	2020-11-20",108,2.8,0.3,7
"	2020-11-21",108,6.5,-0.3,12.8
"	2020-11-22",108,5.6,1.5,9.1
"	2020-11-23",108,1.7,-1.5,5.9
"	2020-11-24",108,2.9,0.2,6.4
"	2020-11-25",108,4.6,0,9.5
"	2020-11-26",108,5.6,1.9,10.9
"	2020-11-27",108,4.1,0.6,7.7
"	2020-11-28",108,-0.1,-2.3,2.8
"	2020-11-29",108,-0.6,-3.6,2.6
"	2020-11-30",108,-0.2,-3.6,4.3
"	2020-12-01",108,1.1,-3.6,6.7
"	2020-12-02",108,2.4,0.5,6.1
"	2020-12-03",108,0.7,-2.3,4.2
"	2020-12-04",108,-0.6,-4.6,4.4
"	2020-12-05",108,2.1,-2.2,6.6
"	2020-12-06",108,4.5,1.2,9.1
"	2020-12-07",108,3.4,-0.7,6.3
"	2020-12-08",108,-0.5,-3.5,4.1
"	2020-12-09",108,1.5,-4.1,6.2
"	2020-12-10",108,5.8,3.2,9.3
"	2020-12-11",108,5.3,2.6,9.4
"	2020-12-12",108,2.3,-0.3,6.1
"	2020-12-13",108,-1.1,-6,2
"	2020-12-14",108,-7.7,-9.7,-5
"	2020-12-15",108,-8.3,-11.1,-4.6
"	2020-12-16",108,-8.3,-11.2,-3.9
"	2020-12-17",108,-4.9,-11.1,0.8
"	2020-12-18",108,-2.1,-6.4,1.8
"	2020-12-19",108,-5.1,-9.6,-1.2
"	2020-12-20",108,-3.7,-8.2,1.1
"	2020-12-21",108,-1,-6,4.7
"	2020-12-22",108,2,-2.5,7.2
"	2020-12-23",108,4.5,-0.4,8.5
"	2020-12-24",108,2.6,-2,6.1
"	2020-12-25",108,-0.8,-4.7,3.5
"	2020-12-26",108,2.2,-2.1,8
"	2020-12-27",108,5.8,1.4,10
"	2020-12-28",108,6.7,4.2,11.4
"	2020-12-29",108,0.1,-6.2,4.3
"	2020-12-30",108,-10.9,-12.9,-6.2
"	2020-12-31",108,-8.9,-12.9,-5
"	2021-01-01",108,-4.2,-9.8,1.6
"	2021-01-02",108,-5,-8.4,-1.4
"	2021-01-03",108,-5.6,-9.1,-2
"	2021-01-04",108,-3.5,-8.4,0.3
"	2021-01-05",108,-5.5,-9.9,-2.1
"	2021-01-06",108,-7.4,-12,-1.9
"	2021-01-07",108,-14.5,-16.5,-8.4
"	2021-01-08",108,-14.9,-18.6,-10.7
"	2021-01-09",108,-12.2,-16.6,-7.5
"	2021-01-10",108,-7.7,-12.8,-2.7
"	2021-01-11",108,-6.7,-9.6,-4
"	2021-01-12",108,-3.9,-9.3,-0.5
"	2021-01-13",108,2,-3,8.3
"	2021-01-14",108,1.7,-3.6,7
"	2021-01-15",108,4.5,-0.7,9.9
"	2021-01-16",108,-4.9,-8.7,-0.7
"	2021-01-17",108,-5.5,-10.8,-1.3
"	2021-01-18",108,-3.8,-9.1,0.2
"	2021-01-19",108,-6.3,-11.6,-0.2
"	2021-01-20",108,-0.1,-6.6,7.1
"	2021-01-21",108,4.5,2.5,7
"	2021-01-22",108,5.5,4.8,6.6
"	2021-01-23",108,7.6,4.8,12.2
"	2021-01-24",108,7.3,2.4,13.9
"	2021-01-25",108,7.9,3,13.9
"	2021-01-26",108,5.3,1.7,7.4
"	2021-01-27",108,1.7,-1.8,6.5
"	2021-01-28",108,-2.6,-9.7,1.4
"	2021-01-29",108,-8.8,-11.6,-4.9
"	2021-01-30",108,-1.6,-8.1,5.2
"	2021-01-31",108,3.2,-3.8,8.7
"	2021-02-01",108,5,-2.3,9.5
"	2021-02-02",108,-5.6,-8.2,-2.4
"	2021-02-03",108,-3.2,-9.4,1.4
"	2021-02-04",108,-3.6,-7.4,0.7
"	2021-02-05",108,1.4,-4.4,6.7
"	2021-02-06",108,6.8,4.3,9.5
"	2021-02-07",108,3.6,-2.6,7.7
"	2021-02-08",108,-3.1,-5.4,0.2
"	2021-02-09",108,-0.9,-6.1,4.7
"	2021-02-10",108,3.4,-1.5,7.2
"	2021-02-11",108,5.5,1.3,10.9
"	2021-02-12",108,6.5,0.6,14
"	2021-02-13",108,7.6,1,15.9
"	2021-02-14",108,9.5,6.4,13.8
"	2021-02-15",108,1.2,-5.2,8.2
"	2021-02-16",108,-5.1,-7,-1.3
"	2021-02-17",108,-8.3,-10.4,-5.2
"	2021-02-18",108,-5.8,-10.6,-0.4
"	2021-02-19",108,1.6,-7.1,8.9
"	2021-02-20",108,8.8,5.5,14.9
"	2021-02-21",108,10.8,4.7,17.4
"	2021-02-22",108,7.8,0.4,12.6
"	2021-02-23",108,0,-3.1,4.3
"	2021-02-24",108,2.9,-3,10.1
"	2021-02-25",108,4.2,0.7,8.2
"	2021-02-26",108,8.2,0.5,15.8
"	2021-02-27",108,9.5,4.3,16.2
"	2021-02-28",108,7.8,3.2,10.8
"	2021-03-01",108,4.7,0.5,9
"	2021-03-02",108,2.3,0.2,6.9
"	2021-03-03",108,4.4,-1.2,9.9
"	2021-03-04",108,7.2,2.5,13
"	2021-03-05",108,9,3,16.2
"	2021-03-06",108,6.6,3.2,11.6
"	2021-03-07",108,6.2,2.1,12.2
"	2021-03-08",108,7,1.5,13.9
"	2021-03-09",108,6.6,2.1,12.2
"	2021-03-10",108,8.8,1.7,17.1
"	2021-03-11",108,10.2,4.7,17.1
"	2021-03-12",108,10.5,7.2,14.9
"	2021-03-13",108,9.2,4.6,14.2
"	2021-03-14",108,9.1,4.9,14.7
"	2021-03-15",108,10.6,5.1,15.7
"	2021-03-16",108,8.4,4.9,13.1
"	2021-03-17",108,8.8,1.8,17.5
"	2021-03-18",108,11.7,5,18.4
"	2021-03-19",108,15.3,11.4,20.2
"	2021-03-20",108,9.9,7.4,14.7
"	2021-03-21",108,5.8,3.1,8.6
"	2021-03-22",108,6.2,1.1,11.1
"	2021-03-23",108,9.1,2.5,16.4
"	2021-03-24",108,10.8,5.7,16.9
"	2021-03-25",108,11.9,6.8,19
"	2021-03-26",108,12.6,4.8,20.6
"	2021-03-27",108,12.1,10.2,15
"	2021-03-28",108,9,7.7,13
"	2021-03-29",108,10.2,7.3,14.6
"	2021-03-30",108,10.8,4.1,18.2
"	2021-03-31",108,14.5,5.9,22.9
"	2021-04-01",108,17.7,12,24
"	2021-04-02",108,17.8,12.5,23
"	2021-04-03",108,14.9,10.9,18
"	2021-04-04",108,11.9,9,15.8
"	2021-04-05",108,11.9,5.4,19.3
"	2021-04-06",108,13.9,9.4,19.2
"	2021-04-07",108,14.1,8.1,20.4
"	2021-04-08",108,13,7.2,18
"	2021-04-09",108,13.6,7.6,19.6
"	2021-04-10",108,12.6,7.7,18.8
"	2021-04-11",108,15,7.5,21.8
"	2021-04-12",108,13.8,11.9,17.8
"	2021-04-13",108,10.4,5.7,13.5
"	2021-04-14",108,8.4,3.1,13.3
"	2021-04-15",108,11.6,6.3,18.3
"	2021-04-16",108,11.3,8.1,14.8
"	2021-04-17",108,9.6,6,14.6
"	2021-04-18",108,9.9,5.6,15.3
"	2021-04-19",108,12.2,5.8,19.4
"	2021-04-20",108,14.8,8.1,22
"	2021-04-21",108,19.1,10.3,28.2
"	2021-04-22",108,20.9,16.1,27.5
"	2021-04-23",108,19,17,21.7
"	2021-04-24",108,18.3,15.3,22.2
"	2021-04-25",108,18.2,12.6,24
"	2021-04-26",108,16.2,12.3,20.6
"	2021-04-27",108,15.4,12.5,20
"	2021-04-28",108,14.5,11.2,18.2
"	2021-04-29",108,14.6,10.9,20.1
"	2021-04-30",108,11.3,8.6,14.6
"	2021-05-01",108,10.2,8.5,15.3
"	2021-05-02",108,12.4,7.3,18.7
"	2021-05-03",108,14.1,8.4,20.3
"	2021-05-04",108,13.8,11.4,15.8
"	2021-05-05",108,13.9,10.3,18.4
"	2021-05-06",108,15.7,7.9,23.1
"	2021-05-07",108,14.4,10.7,17.2
"	2021-05-08",108,14.3,8.9,21
"	2021-05-09",108,15.7,10,21.8
"	2021-05-10",108,13.2,11.7,14.6
"	2021-05-11",108,18.5,9.4,25.7
"	2021-05-12",108,22,16.9,27.7
"	2021-05-13",108,22.9,16.6,29.6
"	2021-05-14",108,24.1,18,30.8
"	2021-05-15",108,22.1,20.8,26.2
"	2021-05-16",108,18.4,14.8,20.8
"	2021-05-17",108,15.3,14.2,16.7
"	2021-05-18",108,17.9,13.6,24.5
"	2021-05-19",108,19.9,12.4,26.6
"	2021-05-20",108,18.7,15.6,22.9
"	2021-05-21",108,16,14.2,18.2
"	2021-05-22",108,18.6,13.8,23.8
"	2021-05-23",108,19.5,14.3,25.1
"	2021-05-24",108,19.4,16.4,24.5
"	2021-05-25",108,15.3,11.9,19.3
"	2021-05-26",108,18,11.5,23
"	2021-05-27",108,15.8,13.9,18.7
"	2021-05-28",108,15.3,12.4,19.7
"	2021-05-29",108,15.4,12.8,19.1
"	2021-05-30",108,18.4,10.8,26.3
"	2021-05-31",108,19.9,16.5,23.8
"	2021-06-01",108,20.2,15.9,23.9
"	2021-06-02",108,23.2,16.6,29.7
"	2021-06-03",108,19.1,14.6,22.7
"	2021-06-04",108,18.5,13.3,23.6
"	2021-06-05",108,20.8,17,25.7
"	2021-06-06",108,23,18.4,28.2
"	2021-06-07",108,21.1,19.4,24
"	2021-06-08",108,23.6,18.8,29.5
"	2021-06-09",108,25.8,19.5,31.6
"	2021-06-10",108,24.9,20.5,29.8
"	2021-06-11",108,21.5,19.9,24.4
"	2021-06-12",108,24.2,18.2,30.2
"	2021-06-13",108,24.8,20.9,29.7
"	2021-06-14",108,24.8,18.9,30.2
"	2021-06-15",108,22.5,21.5,25.3
"	2021-06-16",108,24.3,20.3,28.9
"	2021-06-17",108,21.9,19.6,25
"	2021-06-18",108,20,19,21.4
"	2021-06-19",108,22.3,17.5,27.4
"	2021-06-20",108,22.9,17.6,29
"	2021-06-21",108,23.6,19.2,28.5
"	2021-06-22",108,22.8,19.7,28.6
"	2021-06-23",108,22.4,18.8,27.9
"	2021-06-24",108,23,18.5,28
"	2021-06-25",108,24.1,19.5,29.5
"	2021-06-26",108,22.8,19.9,26.7
"	2021-06-27",108,24.5,19.8,30.8
"	2021-06-28",108,23.7,21,29.2
"	2021-06-29",108,23.9,21.3,28.4
"	2021-06-30",108,24.3,21,28.8
"	2021-07-01",108,26.3,21.4,31
"	2021-07-02",108,27.1,23.6,31.8
"	2021-07-03",108,22.6,19.6,25.7
"	2021-07-04",108,21.4,19.8,23.1
"	2021-07-05",108,23.3,20.1,26.9
"	2021-07-06",108,25.3,21,30.1
"	2021-07-07",108,26.4,23.9,29.1
"	2021-07-08",108,26,23.8,29.8
"	2021-07-09",108,25.5,23.6,29.2
"	2021-07-10",108,25.9,23.1,29.2
"	2021-07-11",108,25.7,24.1,27.5
"	2021-07-12",108,28.1,23.8,32.5
"	2021-07-13",108,28.8,26.3,31.5
"	2021-07-14",108,29.7,26.1,33.5
"	2021-07-15",108,29.1,25.9,34.5
"	2021-07-16",108,28.8,24.2,35.2
"	2021-07-17",108,29.1,24.7,32.8
"	2021-07-18",108,29.6,25.7,34.1
"	2021-07-19",108,26.4,24,30.5
"	2021-07-20",108,27.9,23.6,31.8
"	2021-07-21",108,30.5,25.3,35.3
"	2021-07-22",108,31.2,26.5,35.9
"	2021-07-23",108,31.2,27.2,35.8
"	2021-07-24",108,31.7,26.9,36.5
"	2021-07-25",108,31.5,27.2,35.9
"	2021-07-26",108,31.2,27.4,35.4
"	2021-07-27",108,31.1,27.8,35.7
"	2021-07-28",108,30.4,27.1,34.7
"	2021-07-29",108,29.6,27,33.3
"	2021-07-30",108,30.5,25.8,35.4
"	2021-07-31",108,29.8,26.8,34.3
"	2021-08-01",108,27.1,25.1,28.8
"	2021-08-02",108,26.5,25,28.6
"	2021-08-03",108,28,24.1,31.4
"	2021-08-04",108,28.9,26.3,33.2
"	2021-08-05",108,29.4,25.6,33.7
"	2021-08-06",108,28.1,26,32.2
"	2021-08-07",108,28,23.4,32.3
"	2021-08-08",108,26.8,24.4,32.1
"	2021-08-09",108,28.3,23.3,33.6
"	2021-08-10",108,27.7,24.3,32.2
"	2021-08-11",108,27.4,24.1,31.6
"	2021-08-12",108,26.8,24,31.7
"	2021-08-13",108,26.6,23.4,30.1
"	2021-08-14",108,26.1,23.4,30.5
"	2021-08-15",108,26.9,21.7,32.4
"	2021-08-16",108,27.3,22.5,32.8
"	2021-08-17",108,25.9,21.9,31.3
"	2021-08-18",108,24.3,20.6,31
"	2021-08-19",108,26,21,31.5
"	2021-08-20",108,26.6,22.6,30.7
"	2021-08-21",108,23.8,21,25.5
"	2021-08-22",108,24.4,22.4,27
"	2021-08-23",108,22.4,21,24
"	2021-08-24",108,23.4,21.1,26.4
"	2021-08-25",108,25,23.5,27.3
"	2021-08-26",108,25.5,22.9,27.9
"	2021-08-27",108,22.4,20.4,25.5
